Date,daily_returns,cumulative_returns
2025-06-11 00:00:00-04:00,-0.00601248569593883,0.9939875143040612
2025-06-12 00:00:00-04:00,-0.00010726001432060923,0.9938808991890424
2025-06-13 00:00:00-04:00,-0.011934646968743768,0.9820192815282436
2025-06-16 00:00:00-04:00,0.010346531204532616,0.9921797746680282
2025-06-17 00:00:00-04:00,-0.00953679659628096,0.9827175579700754
2025-06-18 00:00:00-04:00,0.0025730233963030535,0.9852461132386903
2025-06-20 00:00:00-04:00,-0.003701554214835368,0.9815991713355814
2025-06-23 00:00:00-04:00,0.006260168506072428,0.9877441475535631
2025-06-24 00:00:00-04:00,0.007496514876839855,0.9951487862502099
2025-06-25 00:00:00-04:00,0.011371260689620532,1.0064648825236204
2025-06-26 00:00:00-04:00,0.008367606589476795,1.0148865847067021
2025-06-27 00:00:00-04:00,0.010219545131612584,1.0252582639625802
2025-06-30 00:00:00-04:00,0.004527697664104457,1.0299003234094273
2025-07-01 00:00:00-04:00,0.0027123455213774236,1.0326937689390918
2025-07-02 00:00:00-04:00,0.014102026724391892,1.0472568440667838
2025-07-03 00:00:00-04:00,0.008965186751737454,1.0566456972508778
2025-07-07 00:00:00-04:00,-0.010272103387575093,1.0457917234046803
2025-07-08 00:00:00-04:00,-0.0033701489591674186,1.0422672495165421
2025-07-09 00:00:00-04:00,0.01081285664835785,1.0535371358748427
2025-07-10 00:00:00-04:00,0.0063463636642365085,1.0602232656728825
2025-07-11 00:00:00-04:00,0.001207347122040403,1.0615033231814128
2025-07-14 00:00:00-04:00,0.0004669177955234803,1.0619989579730136
2025-07-15 00:00:00-04:00,-0.015322837951485169,1.045726120035347
2025-07-16 00:00:00-04:00,0.01283966665346108,1.059152894827418
2025-07-17 00:00:00-04:00,0.009286359930644073,1.0689885698303692
2025-07-18 00:00:00-04:00,0.002138609579218087,1.0712747190258831
2025-07-21 00:00:00-04:00,0.004424243725100941,1.0760142994793926
2025-07-22 00:00:00-04:00,0.004160046052849675,1.0804905685187518
2025-07-23 00:00:00-04:00,0.00417459539458398,1.0850011794699816
2025-07-24 00:00:00-04:00,0.002938494018620553,1.0881894489460504
2025-07-25 00:00:00-04:00,0.003644593224549153,1.092155456838705
2025-07-28 00:00:00-04:00,-0.0023120742558019325,1.0896303123236146
2025-07-29 00:00:00-04:00,0.0004188566617989504,1.0900867112388293
2025-07-30 00:00:00-04:00,-0.003934337857231673,1.0857979418231372
2025-07-31 00:00:00-04:00,-0.0012660855532781617,1.0844232287352158
2025-08-01 00:00:00-04:00,-0.017762518847478582,1.065161140696163
2025-08-04 00:00:00-04:00,0.018753456312556357,1.0851365936140411
2025-08-05 00:00:00-04:00,-0.005685553540581978,1.0789669914122038
2025-08-06 00:00:00-04:00,0.01861291320555314,1.0990497103750159
2025-08-07 00:00:00-04:00,0.0063503995989469975,1.1060291152150041
2025-08-08 00:00:00-04:00,0.0214276730169783,1.1297287454430889
2025-08-11 00:00:00-04:00,-0.002232311959523081,1.1272068384536191
2025-08-12 00:00:00-04:00,0.01687942262267972,1.1462334390630526
2025-08-13 00:00:00-04:00,0.00028607627578420837,1.146561349256479
2025-08-14 00:00:00-04:00,0.0010268830918513606,1.1477387337198008
2025-08-15 00:00:00-04:00,-0.007975222132848903,1.1385852623679107
2025-08-18 00:00:00-04:00,-0.00218609549009755,1.1360962062607567
2025-08-19 00:00:00-04:00,-0.007180659119487476,1.1279382866766552
2025-08-20 00:00:00-04:00,-0.00974447676216984,1.1169471182529729
2025-08-21 00:00:00-04:00,-0.002285699471218261,1.1143941128154033
2025-08-22 00:00:00-04:00,0.017595667474258225,1.134002621059774
2025-08-25 00:00:00-04:00,-0.00252472918674318,1.1311395715445411
2025-08-26 00:00:00-04:00,0.0013762244042804235,1.1326962734275479
2025-08-27 00:00:00-04:00,0.0015939964189359058,1.1345017872311336
2025-08-28 00:00:00-04:00,0.007544015769069878,1.1430604866040432
2025-08-29 00:00:00-04:00,-0.0013856903436636702,1.1414765587255327
2025-09-02 00:00:00-04:00,-0.008504936331998891,1.1317683732691028
2025-09-03 00:00:00-04:00,0.025678987735751224,1.1608310394459913
2025-09-04 00:00:00-04:00,0.006636266857456974,1.168534624000174
2025-09-05 00:00:00-04:00,-0.004090767030423149,1.1637544210864061
2025-09-08 00:00:00-04:00,-3.651203098243845e-05,1.1637119300489276
2025-09-09 00:00:00-04:00,0.0006130831361758632,1.1644253822086073
2025-09-10 00:00:00-04:00,-0.008021984914692127,1.1550843793582453
